NAME,EMAIL,GENDER,Area,latitude,longitude,,Art-Watercolor Painting,Art-Pastel Painting,Art-Pencil Drawing,Art-Charcoal Drawing,Art-Ink Illustration,Art-Woodcut Printing,Art-Linocut Printing,Art-Etching,Art-Calligraphy,Art-Ceramics,Art-Textile Arts,,Music-Bollywood,Music-Devotional,Music-Indian Classical,Music-Hindustani,Music-Carnatic,Music-Regional Music,Music-Punjabi,Music-Tamil,Music-Telugu,Music-Bengali,Music-Marathi,Music-Kannada,Music-Gujarati,Music-Pop,Music-Hip-Hop and Rap,Music-Electronic,Music-Folk,Music-Sufi and Ghazal,Music-Classical Fusion,Music-New Releases,Music-Bollywood Classics,Music-Mood-Based Playlists,Music-Artist Radio
Aishwarya Das,aishwarya.das@yahoo.com,Female,Koramangala,12.93667309,77.63661074,,0,0,0,0,0,0,0,0,0,0,0,,2.502057843,2.213447307,1.458630379,2.063588851,0.450845861,0.918183944,0.871784395,0.159614827,0.230275836,0.663980418,0.058065104,-0.316934158,0.443850996,0.760488374,0.577322008,-0.138005043,0.624659339,1.097561709,0.500955071,0.871594383,1.095082265,0.13062712,1.755558433
Armaan Bandi,armaanbandi@outlook.com,Female,Koramangala,12.95926984,77.63613002,,0,0,0,0,0,0,0,0,0,0,0,,-0.223819942,-1.432267274,-1.768450436,-1.090155707,-1.504480658,-2.012624892,-1.301229659,-1.445953002,-1.299886626,-1.337245442,-1.892150879,-1.391669793,-1.525511675,-0.520958813,-0.182413661,-2.04744473,-1.48530847,-1.322645653,-1.164347802,-0.690348885,-0.709495852,-1.347876661,-1.310949631
Chirag Sastry,chiragsastry@outlook.com,Female,JP Nagar,12.90172583,77.56839987,,0,0,0,0,0,0,0,0,0,0,0,,1.26727953,0.795147123,0.584779273,1.170328058,1.143671418,2.280730135,2.021913258,1.343040833,0.190085371,2.644589467,2.220793268,1.236158485,2.313463613,1.181229027,0.009281723,0.91640682,1.504724284,0.34672595,0.977524782,0.825393862,1.55440262,0.775690515,0.418226878
Gatik Dube,gatikdube@gmail.com,Female,Sarjapur,12.84369509,77.78298759,,0,0,0,0,0,0,0,0,0,0,0,,0.436163183,0.694741053,1.683031679,0.779469744,1.306517058,0.424697445,0.211021631,1.346571059,0.556941628,1.458411295,1.041362596,1.531471983,1.174603795,0.376047114,-0.349928918,1.391075093,0.736648532,1.297785224,1.341963104,1.140780233,0.778233136,0.859635889,0.892416281
Heer Chaudry,heerchaudry@outlook.com,Male,Koramangala,12.93061081,77.67857858,,0,0,0,0,0,0,0,0,0,0,0,,2.312197771,1.831271426,0.249445684,0.548657882,0.983531645,1.886050859,1.983905465,1.802837709,1.436187267,1.696432515,1.230616541,0.974129363,1.012130849,2.21183056,1.475686472,1.341190966,1.512517008,1.575382176,1.710346153,1.2909981,1.606389162,1.935814683,1.571195838
Kavya Guha,kavyaguha@gmail.com,Female,Koramangala,12.92616169,77.61857957,,0,0,0,0,0,0,0,0,0,0,0,,1.922541132,-0.766929179,-0.17786444,1.146425247,-0.009368789,-0.308522148,0.723894868,-0.537427594,-1.513567943,-1.727200165,-0.408998831,0.292164683,-1.434103916,-0.163248487,-0.795530217,-0.319195419,-0.151649803,-0.638981477,-0.762971957,-0.574172349,0.256630269,-0.440352099,-0.212868747
Nirvaan Raval,nirvaanraval@yahoo.com,Male,Marathahalli,12.96826635,77.70402597,,0,0,0,0,0,0,0,0,0,0,0,,-0.081268556,-0.189702502,0.80655084,0.256418418,0.052609716,0.069966446,0.278665587,0.580425617,0.403769228,1.172191233,-0.129496333,-0.105236864,1.637308275,0.727024965,0.770914371,1.208555644,0.798469177,-0.233950312,0.380983328,0.569513106,-0.12044607,0.066131478,0.456463268
Vaibhav Suresh,vaibhavsuresh@gmail.com,Male,HSR Layout,12.89430478,77.63480859,,0,0,0,0,0,0,0,0,0,0,0,,0.156919797,2.648041537,1.949827111,2.925136664,2.360510402,3.327678429,2.081936305,2.621537325,2.07934474,2.371960111,2.851202607,1.449985448,1.644345802,0.974630176,1.851633887,0.897091403,2.435225784,2.105082411,2.701839136,2.401726674,2.696093757,1.929161784,2.382932475
Drishya Thakur,drishyathakur@yahoo.com,Female,JP Nagar,12.86145064,77.5736612,,0,0,0,0,0,0,0,0,0,0,0,,1.055619231,-0.006109844,-1.618748902,-1.749337557,0.703736751,1.049692041,1.247251636,0.252446563,0.31749515,1.419842217,1.041377474,1.556871501,0.368185481,1.076046996,-0.076259708,1.058866529,-0.591624638,-0.874390827,-0.357898994,0.074411354,0.16289005,0.543546913,0.860991892
Drishya Krishnan,drishyakrishnan@gmail.com,Male,Koramangala,12.94128532,77.63865349,,0,0,0,0,0,0,0,0,0,0,0,,-0.155140735,-0.397143825,-1.4798429,-1.712256363,-0.260328536,0.103888345,-0.782257751,-0.128719696,-0.100249066,-0.191188366,-0.81006359,-0.27944819,0.112669322,0.580647014,0.097325527,-0.112710079,-1.01434944,-0.796609744,-0.978411939,-1.159709134,-0.989733008,-0.598373211,-0.656390707
Ivan Chand,ivanchand@gmail.com,Female,Marathahalli,12.96454768,77.71806626,,0,0,0,0,0,0,0,0,0,0,0,,1.830403806,0.422317867,0.184567271,0.967910289,0.60823185,0.180067241,-0.182646496,-0.351422279,1.08245107,-0.33811718,0.414890913,1.368116046,-0.597070876,1.711475541,0.161938882,0.233608181,0.001114898,0.189855375,0.992137462,-0.600984362,-0.159937221,0.230123957,0.53477979
Yuvaan Kar,yuvaankar@gmail.com,Female,HSR Layout,12.9307742,77.60917928,,0,0,0,0,0,0,0,0,0,0,0,,-2.761247363,-2.212545772,-1.424125215,-1.880321565,-2.882748802,-2.130227278,-1.844964329,-3.284247835,-2.567183374,-1.621564793,-1.594787303,-2.494113616,-0.511726274,-2.790778796,-1.263312384,-1.349881879,-1.914013906,-1.750059674,-2.601827622,-2.135812016,-2.352467234,-2.488613339,-2.396859518
Rohan Aggarwal,rohanaggarwal@gmail.com,Female,Koramangala,12.92399787,77.61791154,,0,0,0,0,0,0,0,0,0,0,0,,-1.307596164,-0.028626749,-0.216408246,-0.491705628,0.265627038,-0.463954174,-1.958031067,-0.58690422,0.170431338,0.441525787,0.634891227,0.742288862,-0.083377423,-0.579747728,-1.420220466,0.185544053,-0.369827173,-0.040715428,-0.417136804,-0.589050194,0.091018644,-0.530905333,-0.862367342
Shray Dixit,shraydixit@gmail.com,Female,Varthur,12.92836715,77.73170748,,0,0,0,0,0,0,0,0,0,0,0,,1.819129412,-1.321151872,-0.810389259,-0.560302958,-0.249402838,0.569001953,0.619609524,0.346625085,0.115112243,0.023340987,-0.075414854,0.306384931,0.057010586,0.626883042,-1.443444224,-0.83239498,-0.362436,-1.021929176,-0.437173642,0.064747342,-0.076294883,-1.985889305,-0.298428498
Kaira Malhotra,kairamalhotra@yahoo.com,Female,JP Nagar,12.89275771,77.61118722,,0,0,0,0,0,0,0,0,0,0,0,,1.696461471,1.995438506,3.01337701,2.680331667,1.025925468,1.605143923,1.311359074,-0.469750978,0.156270058,1.665825642,0.860284922,-0.363363658,1.309490455,1.17729091,-0.487027612,-0.990060091,1.429215617,1.796102759,2.03818133,0.541657745,1.419633572,1.701191354,2.849626888
Ishaan Ramakrishnan,ishaanramakrishnan@outlook.com,Female,Marathahalli,12.96291278,77.68357509,,0,0,0,0,0,0,0,0,0,0,0,,0.124987308,-0.269272528,-1.380433597,-1.036519715,-0.580830496,0.59493485,0.652600144,-0.334617503,0.398209582,-0.390749398,0.744380311,-0.484419991,-0.863399601,0.035646293,-1.055658882,-0.45291103,-0.555759732,-0.684658243,-0.178264355,0.399950157,0.920621254,-0.246740987,-0.693642156
Ishita Mammen,ishitamammen@gmail.com,Male,HSR Layout,12.91107012,77.63154463,,0,0,0,0,0,0,0,0,0,0,0,,-1.018303649,0.509849445,-2.230382752,-0.657452324,-0.793528106,-0.525573121,-1.364492015,-1.072319746,0.109282577,0.5338945,-0.482740459,-0.682499344,0.445742531,-1.190495499,-0.819992342,-2.347969347,-0.766210969,-0.045400761,-0.182599808,-0.407813802,-0.099992341,-1.101964687,-1.81255743
Gatik Kade,gatikkade@gmail.com,Male,Koramangala,12.95604337,77.65796485,,0,0,0,0,0,0,0,0,0,0,0,,2.788316215,1.348466745,0.779786608,1.229482287,0.399004036,2.213378715,2.355899159,1.445586633,0.563446547,0.54665873,1.384186707,0.398769449,0.809702314,1.834443724,0.419713746,1.279942332,1.563991578,1.498625529,0.428001473,0.576538045,1.934333087,1.875268063,1.707993967
Vaibhav Date,vaibhavdate@gmail.com,Male,Koramangala,12.9260955,77.61025691,,0,0,0,0,0,0,0,0,0,0,0,,-0.534587894,0.562706672,0.559022621,0.572876718,-0.920178949,-1.368809837,-1.015708824,-1.307523291,-1.332338222,-0.597109897,-0.651124145,-0.645333144,-1.092214379,-1.695022318,-1.939354545,-1.515963042,-1.260259144,-0.486591942,-0.16047291,-0.363475288,-0.167615267,-0.774922565,-0.508711103
Ishaan Dhawan,ishaandhawan@gmail.com,Female,Sarjapur,12.84146689,77.79953648,,0,0,0,0,0,0,0,0,0,0,0,,-0.300472445,0.516577962,0.335506144,0.902218241,0.608029066,0.819364166,-0.127335504,0.06790493,-0.010341915,0.543814455,0.417516495,-0.468024871,0.238171203,-0.689492063,-1.199148418,-0.833771909,0.35820139,-0.503219163,-0.0962793,-0.910731786,-0.615760607,-0.548954184,-0.699213104
Jiya Sunder,jiyasunder@outlook.com,Female,Marathahalli,12.96581501,77.71881309,,0,0,0,0,0,0,0,0,0,0,0,,1.464950416,0.514177951,-0.47538943,-0.745882243,1.196815968,1.07037166,0.730902644,1.830600202,2.167142324,-0.515618736,0.678110151,2.031768643,-0.381345551,0.928744764,1.317122979,0.739643436,-0.194533084,-0.274638655,0.223620837,0.385188843,-0.281717622,0.607263635,0.704826888
Miraan Rana,miraanrana@yahoo.com,Male,JP Nagar,12.87755033,77.57757637,,0,0,0,0,0,0,0,0,0,0,0,,-0.075556248,0.885887499,0.394343887,1.05061214,-0.596201285,0.204548672,-0.917841262,-0.359953549,0.441612554,-0.287377021,1.227803921,-1.41348701,-1.171582873,-0.457589826,-1.015369558,-0.634798049,0.786906511,0.537319256,1.035629063,0.525308088,0.242252181,-0.774573853,-1.108830799
Indrajit Badami,indrajitbadami@outlook.com,Female,HSR Layout,12.94196472,77.66772412,,0,0,0,0,0,0,0,0,0,0,0,,0.632847486,0.01855842,-0.043516716,1.130673257,0.303229484,1.573417682,1.555730457,1.339977644,0.480487233,-0.253264328,-0.481284606,0.523416108,0.852529926,0.22817257,0.367068517,0.556702181,0.371144414,0.024242734,0.329449048,0.5827757,0.654314311,0.832356655,0.045224666
Yuvraj  Kade,yuvrajkade@gmail.com,Male,Sarjapur,12.86627696,77.77508374,,0,0,0,0,0,0,0,0,0,0,0,,0.344004226,-0.287136786,-0.060705267,-1.441180492,-0.343408464,-1.317105324,-0.109266648,-0.314774937,-0.180359627,-1.145671957,0.619371118,0.445539127,-1.568656456,0.594557037,1.231795135,1.259958964,-1.402563721,-0.150239896,-0.747517603,0.770753686,0.127900162,0.070254821,0.141181877
Sara Gour,saragour@gmail.com,Male,JP Nagar,12.86975228,77.58976804,,0,0,0,0,0,0,0,0,0,0,0,,0.081135131,-0.326649022,-0.77148563,0.70806038,-1.682424242,-0.642486264,0.274062508,-0.204132528,-0.646813691,-2.130484387,-1.757696821,-0.770616133,0.345978177,-0.6719458,0.018153438,0.911393571,-0.694009585,0.369578777,-0.476625839,-0.197593291,-0.452486312,-0.377635069,-0.329825902
Jivika Issac,jivikaissac@gmail.com,Female,HSR Layout,12.90142272,77.66785211,,0,0,0,0,0,0,0,0,0,0,0,,-0.184614735,1.869825907,0.708657501,0.702609922,0.937442883,2.112037792,0.03406731,1.241566334,1.168983014,0.866949919,1.239020097,0.561087814,0.8802336,0.950443762,1.012983352,1.738515774,1.24786133,2.112480026,1.608970205,1.587948432,1.845784398,1.806836704,2.884170487
Yashvi Sarna,yashvisarna@yahoo.com,Male,Koramangala,12.93639844,77.65914003,,0,0,0,0,0,0,0,0,0,0,0,,2.193413403,1.47440428,1.771018361,1.635689476,0.207773381,0.342680781,1.5751014,-0.536195652,0.020417122,0.941860745,0.930620378,-0.383043401,1.146946257,0.498068484,0.193173946,1.302839366,1.274079384,1.497083443,0.879734478,0.408530699,1.268189494,1.651362785,0.825557104
Advik Arora,advikarora@gmail.com,Male,Sarjapur,12.82871865,77.76572023,,0,0,0,0,0,0,0,0,0,0,0,,0.337331238,0.635598347,0.525857017,0.080283052,0.09826568,0.617082914,0.835721517,-0.816372379,0.350702825,1.543032575,0.802563781,-0.322580683,1.304818733,-0.661993773,-0.788872931,-0.996876455,0.727735369,-0.034497414,0.127804012,0.171954291,0.284689747,0.012872029,0.608163643
Ayesha Sengupta,ayeshasengupta@gmail.com,Male,JP Nagar,12.89255019,77.5689961,,0,0,0,0,0,0,0,0,0,0,0,,-2.717792152,-0.702976033,-0.456840708,-0.14654455,0.508203046,-1.087283189,-0.639818982,-0.352702117,-0.839544007,-0.965170371,-1.020126962,0.14483146,-1.839090282,-2.107243762,-0.507450568,-0.931767573,0.290981152,-0.542386,-0.724563958,-0.810188291,-0.336057645,0.252691721,-0.522271648
Madhav Sathe,madhavsathe@gmail.com,Female,JP Nagar,12.90791238,77.57644421,,0,0,0,0,0,0,0,0,0,0,0,,-0.954531644,-0.14855607,-1.606883988,-1.714238132,-1.946198687,-1.038511636,-1.459098399,-1.101188001,-0.931060591,0.733263979,0.58975726,-0.941141015,-0.366926105,0.014111439,1.08674847,-0.059759368,-2.164642936,-1.111938346,-1.917415985,-0.017033464,-0.892864935,-0.560005479,-0.255486138
Shayak Kala,shayakkala@gmail.com,Female,HSR Layout,12.89425177,77.63783852,,0,0,0,0,0,0,0,0,0,0,0,,-0.308865002,-0.705942205,-0.502705951,-1.465612822,-0.878077243,-1.174454498,-0.833015714,-0.374794291,-0.456494415,-1.086676853,-0.755547944,-1.559942949,-1.359748247,-0.496232785,-1.41784102,-0.420879655,-1.81635688,-1.203924706,-1.119750721,0.141298922,-1.076469145,-0.886446402,-1.341674164
Raunak Majumdar,raunakmajumdar@gmail.com,Female,JP Nagar,12.85904732,77.55881295,,0,0,0,0,0,0,0,0,0,0,0,,0.311925388,-1.046053441,-0.103642278,1.112853851,-0.107812608,-0.480499165,0.140536365,-0.777505419,-0.354186724,-2.139688024,-0.754040158,-0.523914496,-2.459740645,1.127566567,1.093144628,-0.784843859,0.127733337,-0.616081928,0.647790203,-1.157761759,-0.227790069,-0.660032914,0.184563095
Onkar Lal,onkarlal@yahoo.com,Female,Sarjapur,12.88150202,77.78224103,,0,0,0,0,0,0,0,0,0,0,0,,0.352456725,-0.056754538,-0.342934673,2.92E-05,0.629561842,0.815473482,1.270851744,0.008728244,0.618134288,-0.161656776,-0.151042821,-0.090728981,0.654153916,-0.018674918,-1.000221965,-1.141411572,-0.150448918,-0.631389552,-0.662940017,-0.297416637,0.390200597,-0.572852802,0.065336421
Renee Bail,reneebail@gmail.com,Male,Sarjapur,12.86908983,77.7879989,,0,0,0,0,0,0,0,0,0,0,0,,0.286758107,-0.666394661,-1.630410179,-0.782832652,-0.946365808,-0.36323159,0.515343327,-1.008453786,0.046128986,-0.555562093,-0.336451507,-0.539411038,-1.307968472,-0.235852477,-0.543783258,0.820287176,-1.188007175,-0.963760968,-1.049054796,-0.669460851,-1.203738781,-0.713348932,-0.654463979
Gokul Manda,gokulmanda@gmail.com,Female,JP Nagar,12.87173624,77.57060561,,0,0,0,0,0,0,0,0,0,0,0,,0.084595015,-0.428340344,-0.9382637,-0.950038342,-0.799437838,-0.311635324,0.251512709,0.865094334,0.187596699,-0.553501359,-0.815002276,-0.515824969,0.087309674,1.152353564,1.941568902,1.591723605,-0.089540607,0.543664557,0.010940868,1.454933736,-0.147171476,0.886361662,1.129678713
Urvi Bala,urvibala@yahoo.com,Female,Koramangala,12.92581555,77.57938799,,0,0,0,0,0,0,0,0,0,0,0,,-0.726307838,-0.323042543,-0.878518558,-1.589223956,-1.056826622,-1.220427912,-1.219916653,-1.114568472,-2.101409227,0.287973918,0.955097104,-0.61575942,-1.266261594,-0.748436783,-1.028415645,-1.392107442,-1.431346435,-1.712045319,-1.757183565,-2.475555137,-1.457538644,-1.705600526,-1.437187248
Eva Dubey,evadubey@yahoo.com,Male,Krishnarajapura,13.01509311,77.7024262,,0,0,0,0,0,0,0,0,0,0,0,,1.129052304,-0.94340869,-0.976443003,-0.737482067,0.280808997,0.297255847,0.745226914,-0.28573996,0.116233808,-0.701350702,-1.412152994,0.626051672,0.144755066,-0.247262378,-0.996499843,-1.897430955,-0.232121112,-1.422963606,-1.663059908,-1.345094319,-0.190703881,-1.561159307,-0.818007632
Vardaniya Chatterjee,vardaniyachatterjee@gmail.com,Male,Sarjapur,12.86896681,77.7998539,,0,0,0,0,0,0,0,0,0,0,0,,-1.213150316,-0.480312591,0.204188708,-1.19523472,-0.184804382,-1.355822369,0.463439345,-0.737136107,-0.585313073,0.297594051,-2.343703407,-0.925925443,1.13533746,-2.16632385,-2.153900017,-2.311876187,-1.535589602,-1.205194695,-1.411158098,-0.519189389,-0.102748421,-0.967488104,-0.814985399
Mohanlal Keer,mohanlalkeer@outlook.com,Female,Marathahalli,12.94584904,77.73985199,,0,0,0,0,0,0,0,0,0,0,0,,0.233942081,0.277387853,0.115232182,0.176872542,0.192853661,0.957658759,-0.04535639,1.38265814,0.585689382,1.038164853,0.542499157,-0.171037713,0.688879954,1.188180673,0.544770125,0.300242287,0.639317666,0.382611289,0.170820935,1.09979809,1.097517452,0.509198868,1.102153927
Badal Thaker,badalthaker@gmail.com,Male,HSR Layout,12.88615065,77.67046051,,0,0,0,0,0,0,0,0,0,0,0,,0.990404044,1.206037391,0.619239482,-0.732797891,0.559549235,1.094673646,0.786299632,0.706921796,1.366531596,2.193806516,1.663906007,0.967440113,1.830950887,2.060138224,1.070779737,1.401192002,0.891929964,1.584859406,1.78110738,1.613554954,1.778987365,0.711159943,1.157362054
Yakshit Ratti,yakshitratti@outlook.com,Male,HSR Layout,12.88794779,77.67477711,,0,0,0,0,0,0,0,0,0,0,0,,-0.55789141,-2.042825946,-0.651630387,-1.166531745,-1.805336967,-1.621665407,-0.749782066,-2.311303922,-1.84332255,-1.753116504,-1.32342778,-1.773327203,-1.845631968,-1.58454557,-1.322123977,-1.162969923,-1.749099163,-2.317701419,-2.159571296,-2.413249281,-2.48413425,-2.273715787,-1.916402591
Kartik Dora,kartikdora@gmail.com,Male,Marathahalli,12.95328727,77.71140624,,0,0,0,0,0,0,0,0,0,0,0,,1.722450851,2.389291408,1.502768103,1.450541618,1.631841985,1.965692399,2.016471788,1.234417959,1.520415166,1.895143761,1.9131568,1.103566264,0.972296292,1.429449853,0.327105102,1.991068079,1.580733367,2.42371927,1.900722237,1.663601722,2.478849982,2.476162869,1.511698612
Pranay Gole,pranaygole@gmail.com,Female,JP Nagar,12.90701919,77.60708488,,0,0,0,0,0,0,0,0,0,0,0,,1.189613625,-0.693092098,0.712058064,-0.080436431,0.062995498,0.053616775,1.698136648,0.508855007,-0.314833245,-0.080443661,0.889268129,0.482362369,-0.225652926,0.358165425,0.170654199,0.519451392,0.230494549,-0.082773285,-0.049186188,0.768712757,-0.289273999,0.095844265,1.241710153
Badal Subramanian,badalsubramanian@gmail.com,Female,Sarjapur,12.87002483,77.7449688,,0,0,0,0,0,0,0,0,0,0,0,,0.549844338,-0.199975491,-0.330409155,0.255040133,-0.76571381,-1.475395752,0.440241795,-0.812977098,-1.391451147,-1.399084127,0.523400545,-0.399634772,-2.131413119,-0.947954013,0.13098881,-1.071876939,-0.577711183,-0.458920374,-0.964266918,-0.407712592,-0.554671178,-0.831672224,-0.849099043
Pooja Verma,pooja.verma@gmail.com,Female,Sarjapur,12.83882893,77.7876033,,0,0,0,0,0,0,0,0,0,0,0,,-0.298764371,-0.121807412,-0.229289876,0.088389757,-1.244517855,-0.725746459,-1.582257117,-0.569696486,0.17752824,-1.326890236,-0.922070641,-0.6578066,-0.769323923,-0.134209044,0.299316893,0.22798023,-0.092932667,0.317930651,0.107021693,0.514423333,-0.578512346,0.411684666,-0.613376495
Dhruv Lata,dhruvlata@outlook.com,Female,JP Nagar,12.88601918,77.60311586,,0,0,0,0,0,0,0,0,0,0,0,,0.709754097,1.437920372,-0.050990658,0.717524459,0.729219076,0.590031777,0.43061964,0.60477854,-0.082891101,-0.030574856,0.020604509,-0.108026663,-0.226360252,-0.715084317,-0.471652678,-1.48192798,-0.387206665,-1.041673323,-0.13542654,-1.236539138,-0.346134796,-1.23236677,-1.210306356
Dhanuk Barman,dhanukbarman@gmail.com,Male,JP Nagar,12.91310801,77.56245479,,0,0,0,0,0,0,0,0,0,0,0,,0.536528001,-0.954293224,-1.968179293,-1.527105505,-2.208885252,-1.777017246,-0.102683391,-2.258141517,-1.724896642,-0.177356915,-0.380687276,-2.141492703,0.068209537,-0.684363462,-0.466389919,-1.24431184,-1.015497639,-1.462699809,-2.024887905,-1.460894573,-2.206970501,-1.418007497,-2.05234045
Parinaaz Magar,parinaazmagar@gmail.com,Female,Marathahalli,12.95182917,77.68502618,,0,0,0,0,0,0,0,0,0,0,0,,0.628289171,-0.209353148,-0.56080962,0.211270017,-0.739078744,0.395083691,0.127035503,0.509296399,0.375183444,-0.120787775,0.325921889,-0.308467353,-0.55779972,0.721761692,0.904435447,0.876024704,-0.077076507,-0.390277114,-0.585003293,0.93092201,0.525583208,-0.365666807,0.386784721
Lagan Rana,laganrana@gmail.com,Male,HSR Layout,12.91336006,77.65005795,,0,0,0,0,0,0,0,0,0,0,0,,-0.412214062,0.120773181,-0.769139549,0.461362889,-0.469368333,0.583127978,-0.094192226,1.090785886,0.755756427,-0.589123336,-1.112937171,-0.470621219,1.048155811,0.774370659,1.353104654,0.319845575,-0.50681095,0.34746645,-0.058857704,1.315691745,0.39564783,1.194655174,-0.049162822
Ira Shenoy,irashenoy@yahoo.com,Male,Marathahalli,12.96739977,77.69197513,,0,0,0,0,0,0,0,0,0,0,0,,2.397197227,2.288577443,3.034249258,3.172246615,2.829528029,3.482543706,3.201869998,2.278090537,2.73915963,2.267981776,2.024772833,1.255977695,1.502541834,2.413503939,2.41783753,2.478867117,3.668640295,3.875192714,3.483468288,2.61147783,3.607194154,3.288476253,3.323842769
Shalv Dass,shalvdass@gmail.com,Male,Krishnarajapura,13.00864458,77.71806119,,0,0,0,0,0,0,0,0,0,0,0,,-0.199301506,-0.767646329,-0.67781119,-1.142283617,-1.346139404,-0.275305591,0.724588746,-1.575687731,-0.995699819,-0.213023612,-0.127815588,-0.518741466,0.327120963,0.539941196,0.359481136,0.805720024,-1.090690281,0.628979116,-0.102515813,0.836414728,0.787007957,0.961096528,1.465611115
Riya Deshmukh,riyadeshmukh@outlook.com,Male,Indiranagar,12.97584761,77.64439992,,0,0,0,0,0,0,0,0,0,0,0,,1.329442282,1.186150629,0.456477804,-0.093568186,0.338635867,0.28383201,0.073460302,0.060700577,0.008374029,-0.007197491,0.433849897,-0.117407993,-0.477594092,0.154334095,-0.460184032,0.326740855,-0.456596125,0.134499255,-0.473834499,-0.550686221,-0.048858979,-0.006356862,0.450281359
Riya Hayre,riyahayre@gmail.com,Male,Koramangala,12.91994123,77.60268842,,0,0,0,0,0,0,0,0,0,0,0,,0.3805992,-0.037862386,-0.510050879,0.558763164,-0.362630198,0.350121025,0.536519837,-0.173541161,0.101882503,1.406421713,0.962103525,0.756769733,1.272445618,-0.296364006,-0.17217765,0.091890864,1.152212345,0.082866436,-0.210421789,-0.859737957,-0.703597374,-0.407839669,0.333495991
Vardaniya De,vardaniyade@yahoo.com,Female,Koramangala,12.93886584,77.60221671,,0,0,0,0,0,0,0,0,0,0,0,,-0.734177257,-0.486848942,-0.309854928,-0.708715759,0.33823336,-0.955136454,-0.987364788,1.321927775,-0.145656114,-0.591638331,-0.935053013,0.852292974,-0.732379282,0.283345297,0.79685487,-0.213938477,-0.403000605,-0.818014571,0.213738931,-0.442342222,-0.245577805,-0.158155112,-0.587450624
Anahi Saxena,anahisaxena@outlook.com,Male,Koramangala,12.93665455,77.60350663,,0,0,0,0,0,0,0,0,0,0,0,,-2.10714452,-0.499648847,-1.683395765,-1.465618884,-0.049852985,-0.652855929,-1.876421903,-0.993429177,-0.366805921,0.149637386,-1.173129002,-0.256649329,0.19527591,-0.126793319,0.138910624,0.047907029,-1.369233451,-0.760280421,-0.833684341,-1.02101291,-1.083745701,-0.685940195,-0.497987626
Vritika Acharya,vritikaacharya@gmail.com,Male,Koramangala,12.91694147,77.64110206,,0,0,0,0,0,0,0,0,0,0,0,,-1.033905531,-1.823979194,-0.932687217,-0.188711246,0.286839017,-0.370384008,-0.319489986,-0.822146256,-0.412707455,-1.418914208,-1.433874977,0.555249314,-0.655089477,-1.900752333,-1.274788982,-1.682504499,-0.901882538,-1.851109226,-2.01655741,-1.554742912,-0.661523588,-1.790468252,-1.525713613
Tiya Sandal,tiyasandal@gmail.com,Female,Sarjapur,12.8523098,77.75246976,,0,0,0,0,0,0,0,0,0,0,0,,-0.303949387,0.08161744,-0.205460224,0.088391094,-1.310913369,-0.911024369,-0.702541373,-1.180706526,-0.936830208,-0.26882374,-0.284612965,-0.684999917,-0.133334142,-0.485399501,-0.168875611,0.297694214,-0.735122344,0.046833133,-1.084252795,-0.303369305,-0.555330437,0.438241626,0.305704287
Indranil Rana,indranilrana@outlook.com,Female,Koramangala,12.94515947,77.60930044,,0,0,0,0,0,0,0,0,0,0,0,,1.255413928,0.649085738,-0.474412699,0.748936602,0.535397344,1.015093052,2.100796803,1.247747247,1.131657993,0.268040127,0.788074117,1.214602747,0.404936701,1.116704866,1.440855778,0.873826645,1.256524917,1.739026677,1.78371462,1.865672948,1.936184769,1.050779498,1.462266183
Khushi Cherian,khushicherian@yahoo.com,Male,JP Nagar,12.87080495,77.58793789,,0,0,0,0,0,0,0,0,0,0,0,,-1.290807625,-1.567468597,-0.837400207,-1.562063332,-1.135043019,0.279315123,-0.656101976,-0.581654718,0.104188952,0.143150907,-0.136033954,-1.756158395,0.332701109,0.339896987,0.627012177,0.829493793,-0.526411501,-1.335565104,-1.237516487,-0.52192787,-1.480851627,-1.20450282,-0.607592225
Alisha Mammen,alishamammen@outlook.com,Female,Koramangala,12.91417798,77.61888037,,0,0,0,0,0,0,0,0,0,0,0,,-1.024187138,-1.630730933,-1.124502776,-0.967076934,-1.584179006,-0.9933065,-1.390471836,-1.285647058,-1.309125517,-0.578213157,-0.948199961,-0.204416742,0.106684959,0.033912135,-0.171082446,-0.384356246,-1.086952804,-0.911733348,-0.856228599,-1.193849342,-1.312389174,-0.701217904,-0.947886925
Darshit Swamy,darshitswamy@gmail.com,Male,Marathahalli,12.97863436,77.70745405,,0,0,0,0,0,0,0,0,0,0,0,,1.328729326,0.623737831,1.205441663,0.697249872,-0.188809431,-0.093879489,0.31431892,-0.440540859,0.464168568,0.54955789,-0.467647615,-0.587365493,1.958809598,0.34893016,-1.813628183,1.208881624,0.452153378,0.387664139,0.185400805,0.958582805,0.104287402,1.190196524,0.677187469
Zoya Hayer,zoyahayer@yahoo.com,Female,Koramangala,12.93675647,77.61816542,,0,0,0,0,0,0,0,0,0,0,0,,-0.224714465,-0.346776495,-0.356976491,0.147741153,-1.4020394,0.586712109,-0.752558535,1.37362987,-0.512505755,-0.546139618,0.156101399,-0.673879793,-0.208212552,-0.047283142,1.14044729,0.471938829,0.118542805,-0.191515563,-0.624456792,0.892790813,-0.250047369,-0.195840647,-0.009080403
